Title,Description,Offer Semester,Lecturers,Assessments,Workload
"""CCST9076 – Attention Magnet: The Psychological and Technological Aspects of Social Media Addiction""","Why do we feel compelled to constantly check social media? Does individual overuse of social media have an accumulative effect on our society? Can we make any productive changes to ourselves and social media platforms to mitigate our addiction to social media? This course will integrate interdisciplinary knowledge to uncover the driving forces behind social media addiction. The reasons causing people to get addicted to social media are not limited to personal characteristics and include the design and artificial intelligence used by the platforms themselves. In this course, we will introduce both the underlying technical mechanisms and psychological factors that cause behavioral addiction to social media. In addition, the accumulative effect of social media addiction on our personal and professional lives, as well as societies across the world, will be discussed. Through a variety of interactive and reflective learning activities, this course will drive a collective effort among students to develop solutions for minimizing social media addiction and maximizing the beneficial use of social media in both social and academic settings.",Second semester (Wed),"- Dr S. Feng Faculty of Education (Human Communication, Development, and Information Sciences): Tel: 2219 4310 Email: shihuife@hku.hk
- Dr S. Feng Faculty of Education (Human Communication, Development, and Information Sciences): Tel: 2219 4310 Email: shihuife@hku.hk
","- Reflective writing: 30
- Debates: 20
- Group project: 50","- Lectures: 24
- Tutorials: 8
- Reading / Self-study: 35
- Assessment: Essay / Report writing: 10
- Assessment: Presentation (incl preparation): 5
- Assessment: Debate/Role play (incl preparation): 45
- Assessment: Online forum: 5
- Total: 132"
"""CCGL5022 – Globalization in Question: Human and Economic Consequences (Online)""","[Lectures and tutorials of this course will be delivered online.]This course explores how globalization affects developed and developing countries and cities around the world. It enables students to understand how their own lives and personal choices are shaped by market forces and global interconnectedness. This course provides an overview of globalization and asks critical questions about what it is, how it started, what drives globalization, what are major players and its positive and negative effects.  Throughout the course, students will compare and analyze how diverse individuals’ lives are impacted by globalization. Major factors include market forces; global climate change; technology; education; and movement of cultures, values, religions, and ideologies… for better and for worse. Central to the course will be the question of how globalization has changed social life for individuals, communities, governments, and international organizations around the world. The cases invite students to reevaluate the major theoretical orientations to globalization discussed in the course, reflect on major debates about globalization, and hypothesize its future impacts.  ",Second semester (Wed),"- Dr M.N. Kobakhidze Faculty of Education (Social Contexts and Policies of Education): Tel: 3917 0363 Email: nutsak@hku.hk
- Dr M.N. Kobakhidze Faculty of Education (Social Contexts and Policies of Education): Tel: 3917 0363 Email: nutsak@hku.hk
","- Group Project: 30
- Term paper: 50
- Participation in lectures and tutorials: 20","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 60
- Assessment: Essay writing: 24
- Assessment: Presentation (incl preparation): 12
- Total: 132"
"""CCHU9081 – Urban Legend: Fact, Myth and Reinterpretation""","Do people really scatter ashes of deceased loved ones at the Haunted Mansion at Disneyland? Is the driving of hopping zombies in western Hunan Province real? How about the unsettling Wah Fu Estate UFO sighting in the 1970s and 1980s? Urban legends are folk narratives set in our times that reflect the moral judgements, hopes, desires, fears, and anxieties of our lives. These stories are usually circulated with vivid details, sometimes sinister but persuasive because of their mundane background. Residing in every aspect of our society, some urban legends go viral worldwide within minutes once they hit the internet. The increasing complication of the quasi-public online environment is stretching the significance and relevance of urban legends in the community to a new limit. Students in the course will study this widespread and trending genre from different perspectives, from the transitional folk narrative to storytelling, from exploding the history and origins of certain legends to their social implications. Students are encouraged to form their own interpretations of urban legends from Hong Kong and other parts of the world using anthropological, sociological, psychological, and literary approaches accompanied with case-studies from different media and platforms.",First semester (Wed),"- Dr C.P. Tai Faculty of Education (Social Contexts and Policies of Education): Tel: 3917 4259 Email: cptai@hku.hk
- Dr C.P. Tai Faculty of Education (Social Contexts and Policies of Education): Tel: 3917 4259 Email: cptai@hku.hk
","- Tutorial participation: 10
- Reflective journal: 15
- Field trip report: 35
- Group project: 40","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits: 6
- Reading / Self-study: 45
- Assessment: Reflective journal: 6
- Assessment: Field report writing: 6
- Assessment: Group video production and presentation: 30
- Total: 125"
"""CCHU9052 – The Best Things in Life: A Philosophical Exploration""","This course is under the thematic cluster(s) of:This course helps students address difficult issues raised by the question of what makes a good life. It begins by discussing a few fundamental questions: What does it mean to live an examined life? Is an unexamined life worth living? How can philosophy help us pursue an examined life? The course then proceeds to examine some existing accounts of good life—hedonism, desire-fulfillment, and objective list theories. It then invites students to discuss things that are often thought to give value to human life: freedom, authenticity, love, sexuality, and virtue. The course also looks at questions that concern the meanings of life and hard choices: Can we ascribe meanings to our lives? What makes death bad? How should we confront hard choices?In examining the “best things in life,” the course will introduce and evaluate several major philosophical theories of the good life, namely, hedonism, desire-fulfillment theory, and the objective list approach. Hedonism holds that the only value in life is pleasure and that the best life is one that has the maximum amount of pleasure. The desire-fulfilment theory denies that there is any intrinsic good that people must experience in order to have a good life. What determines the quality of our lives, according to this theory, is the extent to which our (informed) desires are fulfilled. The objective list approach argues that there are several intrinsically valuable things, pleasure included, that make life worth living. The course also critically discusses some visions of life developed by historical and contemporary thinkers.",First semester (Wed),"- Dr Y. Jin Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 2398 Email:ytjin@hku.hk
- Dr Y. Jin Department of Politics and Public Administration, Faculty of Social Sciences: Tel: 3917 2398 Email:ytjin@hku.hk
","- Tutorial participation: 20
- Group debates: 20
- Short essays: 40
- Group video presentation: 20","- Lectures: 24
- Tutorials: 10
- Reading / Self-study: 60
- Assessment: Essay / Report writing: 60
- Total: 154"
"""CCST9045 – The Science and Lore of Culinary Culture""","This course is under the thematic cluster(s) of:There is an old saying, “You are what you eat”, which means the food one eats has a bearing on one’s state of mind and health. Since the discovery of fire, culinary practices have been instrumental in the progress of human evolution. Culinary practices may be regarded as one of the oldest and most widespread applications of chemistry and physical sciences in everyday life. Traditionally, understanding and knowledge on cooking are based on collective experiences of diverse individuals passed down from generations to generations. In this course, we will guide the students to explore everyday life cooking and food preparation activities from scientific perspectives. We will examine critically the “folk knowledge” of cooking from the viewpoints of chemical, biological, physical and social studies. The aim of this course is to promote science literacy through exploring concepts and theories that are behind everyday cooking and cuisines. Using knowledge of cooking as a starting point, students will explore the intimate relationship between sciences, personal life and society through daily life examples and laboratory demonstrations. All course contents including practical sections are designed to be suitable for students having little or no science training.",Second semester (Wed),"- Dr M.Y. Yuen Department of Chemistry, Faculty of Science: Tel: 2859 7915 Email: maiyan@hku.hk
- Dr M.Y. Yuen Department of Chemistry, Faculty of Science: Tel: 2859 7915 Email: maiyan@hku.hk
- Dr Y. Li Department of Chemistry, Faculty of Science: Tel: 3917 6076 Email: yingli0e@hku.hk
","- Project: 30
- Participation: 15
- Laboratory report: 5
- Quizzes: 30
- Individual self-reflection portfolio: 20","- Lectures: 22
- Tutorials: 8
- Laboratory experience: 9
- Reading / Self-study: 36
- Assessment: Essay / Report writing: 10
- Assessment: Poster and presentation (incl preparation): 40
- Assessment: In-class quizzes: 10
- Assessment: Electronic portfolio: 20
- Total: 155"
"""CCHU9076 – The Journalist: Comics, Movies, Fiction and Fact""","Daily Planet reporter Clark Kent dropped his notebook and ripped off his shirt to save the world as Superman. Peter Parker took photographs for the Daily Bugle when not fighting crime in his alter ego as Spiderman. From the Green Hornet to the Flash to Lois Lane and Vicki Vale, journalists have been a fixture in comic book lore, as superheroes, adventurers, love interests, or, more importantly, as narrative plot devices. Likewise in fiction, with omniscient narrators like Thomas Fowler (The Quiet American), intrepid investigators like Mikael Bloomkvist (The Girl With The Dragon Tattoo), and comedic voices like Bridget Jones and her diary, journalists have been ubiquitous in popular culture. So, what is it about journalists that makes them effective story characters? And how accurate are those depictions? Furthermore, how have popular culture portrayals of the journalist changed over time? And how has popular culture dealt with the real ethical dilemma journalists confront?Using comic books, movie clips, fiction, and the nonfictional narratives of working journalists, this course will examine the various portrayals of the journalist and how often they conform to reality. We will also look at how effective journalists have been at telling their own narratives — portraying the gritty reality or embellishing the comic book superhero version of the profession. From this course, through role playing and enacting live scenarios, students will learn more about the daily working life of journalists from beat reporters to foreign correspondents, better understand the ethical questions journalists face, and better appreciate the role of a free press in democratic societies.",Second semester (Wed),"- Mrs J.S. Deayton Journalism and Media Studies Centre, Faculty of Social Sciences: Tel: 3917 4017 Email: jdeayton@hku.hk
- Mrs J.S. Deayton Journalism and Media Studies Centre, Faculty of Social Sciences: Tel: 3917 4017 Email: jdeayton@hku.hk
","- Group project and presentation: 40
- Review of a movie or a novel: 30
- In-class quizzes: 10
- In-class participation: 20","- Lectures: 18
- Tutorials: 8
- Reading / Self-study: 22
- Film review and analysis: 22
- Assessment: Essay / Report writing: 20
- Assessment: Presentation (incl preparation): 44
- Total: 134"
"""CCHU9005 – Food and Values""","This course is under the thematic cluster(s) of:Food is a fundamental aspect of human existence. This course examines philosophical issues about food and its relation to ethics, objectivity, and values. Topics include moral issues such as the debate about animal rights, world hunger, the use of genetic engineering in agriculture, and the justification of health policies about food and drugs. We shall also look at the relationship between food and art, and the objectivity of taste. The main objective of the course is to help students adopt new perspectives in thinking critically about what they might normally take for granted in their daily lives.",Second semester (Wed),"- Dr J.Y.F. Lau School of Humanities (Philosophy), Faculty of Arts: Tel: 3917 2796 Email: jyflau@hku.hk
- Dr J.Y.F. Lau School of Humanities (Philosophy), Faculty of Arts: Tel: 3917 2796 Email: jyflau@hku.hk
","- Short writing assignments: 70
- Special project: 15
- Tutorial participation: 15","- Lectures: 24
- Tutorials: 8
- Reading / Self-study: 40
- Assessment: Writing assignments: 50
- Assessment: Special project: 30
- Total: 152"
"""CCST9016 – Energy: Its Evolution and Environmental Impacts""","This course is under the thematic cluster(s) of:Energy is essential to our daily lives. Electricity, fuel gas and fuel oil have brought us much convenience, luxury and prosperity. However, our present heavy reliance on fossil fuels has caused a serious energy crisis, air pollution and climate change problems. Active technological development is needed on both the supply and demand sides to enhance the energy industry to achieve sustainability. This course is designed to enable students to develop a broader perspective and critical understanding of energy issues that they are confronted with, to cultivate their appreciation of various viewpoints and responsibilities as global and local citizens, and to develop their problem-solving ability through lectures and discussion of the key energy and environmental issues. The course topics include: (i) world energy resources; (ii) fossil fuel-based, nuclear and hydro energy technologies; (iii) energy conservation and energy efficiency; (iv) clean and renewable energy technologies; (v) scheme of control and deregulation in electricity supply; (vi) environmental impacts of energy industry; (vii) social, economic and political issues; and (viii) remedial measures and policies.[There will be a compulsory field visit to a zero-carbon building scheduled during Reading Week.]",First semester (Wed),"- Dr M.W.L. Ko Department of Mechanical Engineering, Faculty of Engineering: Tel: 3917 2123 Email: matchko@hku.hk
- Dr M.W.L. Ko Department of Mechanical Engineering, Faculty of Engineering: Tel: 3917 2123 Email: matchko@hku.hk
- Dr. D.M. Shin Department of Mechanical Engineering, Faculty of Engineering: Tel: 3917 8061 Email: dmshin@hku.hk
","- Essays and reports: 25
- Quizzes: 25
- Examination: 50","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits (incl report writing): 10
- Reading / Self-study: 50
- Assessment: Essay / Report writing: 40
- Assessment: Examination (incl preparation): 20
- Total: 152"
"""CCHU5001 – Designs on the Future (Online)""","This course is under the thematic cluster(s) of:[This course will be delivered fully online.][This is a certified Communication-intensive (CI) Course which meets all of the requirements endorsed by HKU’s Senate, including (i) the teaching assessment of oral and digital communication ‘literacies’; and (ii) at least 40% of the course grade assigned to communication-rich assessment tasks.]‘Designs on the Future’ is intended to inspire thinking about the way we should construct our future living environments in order to find the most sustainable balance.  We will explore the United Nation’s Sustainable Development Goals (SDGs) as they apply to Hong Kong, addressing issues of  population and urbanization, materials resources, and human systems, as a way of understanding what is a sustainable future might look like.  We will evaluate the different media and strategies that people have used / are using to advocate for more sustainable approaches to the environment and community.   The course is conducted entirely online. Each week students are required to undertake up to one hour of online pre-class activities in preparation for mini-tutorials (30 mins online) and an interactive online workshop sessions which involve a wide range of group activities and exercises.   The pre-class components deliver the bulk of the course content, while the tutorials and workshop sessions help develop our understanding of sustainability issues, allow us to explore contexts and interconnections, and to apply the concepts to different scenarios.  We will be using Curios, an interactive virtual 3D environment within which student groups can collaborate, present and evaluate their coursework. ",Second semester (Wed),"- Mr M.R. Pryor Department of Architecture, Faculty of Architecture: Tel: 3917 7961 Email: matthew.pryor@hku.hk
- Mr M.R. Pryor Department of Architecture, Faculty of Architecture: Tel: 3917 7961 Email: matthew.pryor@hku.hk
","- Video production: 15
- Infographic diagram: 20
- Comic strip: 20
- Elective item: 15
- Project presentation: 10
- Postcards: 10
- Participation: 10","- Online course material: 12
- Tutorials: 12
- Reading / Self-study: 36
- Workshop sessions: 20
- Assessment: Assignments: 48
- Total: 128"
"""CCGL9015 – Globalization and Migration""","This course is under the thematic cluster(s) of:This course will introduce students to the key sociological perspectives of globalization and its impact on diverse forms of migration and mobilities. Lectures comprise two main themes. The first theme introduces some of the structural forces that shape different forms of precarious or criminalized migration (e.g. from trafficked persons, refugees and asylum-seekers, sex workers and domestic migrant workers), and elucidates the way the world economic order is underpinned by global economic disparities and widening class and gendered inequalities. The second theme introduces key debates about cross-border mobilities and provides a framework for understanding contestations around legality and ‘illegality’ in migration, national sovereignty, citizenship and belonging, and how these challenge our conventional understanding of migration across the global North-South divide. Our analysis of these issues will include engaging with those directly affected by global economic and migration policies, such as knowledge produced by domestic worker organizations and asylum seeker organizations. This course also presents an opportunity to critically analyse, not only the challenges that have arisen from different forms of globalization and migration, but also potential solutions or responses that have been proposed to address these challenges.",Second semester (Wed),"- Dr S.A. Bezabeh Department of Sociology, Faculty of Social Sciences: Tel: 3917 2900 Email: sbezabeh@hku.hk
- Dr S.A. Bezabeh Department of Sociology, Faculty of Social Sciences: Tel: 3917 2900 Email: sbezabeh@hku.hk
","- Tutorial participation: 25
- Group project: 50
- In-class test: 25","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 72
- Group projects, collective research, presentations: 20
- Assessment: Presentation (incl preparation): 20
- Assessment: In-class tests (incl preparation): 12
- Total: 160"
"""CCCH9050 – Blessings or Curses? World Heritage Sites in China and their Sustainability""","This course is under the thematic cluster(s) of:This course provides an understanding of sustainability issues in China from the perspective of World Heritage by exploring the boom in World Heritage Sites in China, which has taken place particularly in the 21st century. With the second largest number of WHS, China is a most suitable subject for understanding the concept. The course offers a general understanding of the criteria for the designation of WHS, but with emphasis on Chinese examples in the global context. Challenges associated with WH designation, such as the politics of the designation process and the impact of increased tourism on local communities, will also be addressed.Students will investigate, in particular, how World Heritage designation could be potentially applied to Hong Kong, which has been a recent popular topic of local debate, which will help students to think more critically about the culture and heritage of the city in which we are living. The final assignment will be presented via a digital platform, e.g. videos of local places, so that students can understand how World Heritage criteria can be applied in the local context using multi-media presentation techniques.[There will be a recommended field study to Tai O during Reading Week.]",Second Semester (Wed),"- Mr K.S. Yu Department of Real Estate and Construction, Faculty of Architecture: Tel: 3917 6060 Email: yukasing@hku.hk
- Mr K.S. Yu Department of Real Estate and Construction, Faculty of Architecture: Tel: 3917 6060 Email: yukasing@hku.hk
","- Lecture and tutorial participation: 20
- Tutorial presentation: 25
- Photo essay: 15
- Final project: 40","- Lectures: 22
- Tutorials: 8
- Fieldwork / Visits: 10
- Reading / Self-study: 24
- Assessment: Essay / Report writing: 20
- Assessment: Presentation (incl preparation): 16
- Assessment: Group project (incl preparation): 25
- Total: 125"
"""CCGL9052 – Some We Love, Some We Eat: Human-Animal Relationships in the Global Marketplace""","This course is under the thematic cluster(s) of:Animals are everywhere and nowhere in modern societies. Except for the pets and animals in zoos, most animals are segregated from human’s everyday lives. Yet we eat them, wear them and “consume” them on a daily basis. In a globalizing world, our diverse relationships with animals stimulate questions on compassion, economics, urbanization, transnational mobility, global ethics and citizenship.The promotion of animal rights and ending animal cruelty is often regarded as one key mission for 21st century global citizens and has become a global social movement. There is now an increasing awareness of the global economy of animal trading and entertainment industry, rethinking the sociological, anthropological and scientific distinctions of human and non-human animals, and also of the new patterns of human-animal co-existence in urban cities. This course aims at stimulating students’ critical reflections upon different social constructions and moral implications of our relationships with the non-human creatures across cultures in the global marketplace.[There will be field trips scheduled during Reading Week. Students will be required to choose one from the 3 to 5 options provided. All field trips will last around 2 to 4 hours (travelling time not  included).]",Second semester (Wed),"- Dr C.K.M. Tong Department of Sociology, Faculty of Social Sciences: Tel: 3917 4641 Email: ckmtong@hku.hk
- Dr C.K.M. Tong Department of Sociology, Faculty of Social Sciences: Tel: 3917 4641 Email: ckmtong@hku.hk
","- Tutorial discussion and debate: 15
- Field trip report: 20
- Reflective writing: 20
- Group project: 35
- Participation in class activities: 10","- Lectures: 22
- Tutorials: 10
- Fieldwork / Visits: 4
- Reading / Self-study: 30
- Assessment: Essay / Report writing: 20
- Assessment: Presentation (incl preparation): 20
- Assessment: Group project: 30
- Total: 136"
"""CCHU9084 – The Law in Everyday Life""","The law is all around us. We interact with it every day in ways we may not even realise. In this course, we will critically examine the variety of ways (both overt and hidden) that we encounter and engage with the law in everyday life. We will learn how legal principles, constraints and ideas influence the films we watch, the books we read, and the art and music we experience. We will analyse how law forms an essential dimension of our history, how it is written into our language and ideas, and how it shapes even the structures of the city in which we live. The course draws on ideas from many disciplines. It is divided into a series of short topics, each of which introduces a different aspect of the law in everyday life. Over the course of the semester, we will consider how the law can act as an agent and an instrument, a human construction and a social superstructure, and we will discover the profound impact of law on the everyday world in which we live.",Second semester (Wed),"- Dr A.M. Adair School of English / Department of Law, Faculty of Arts / Law: Tel: 3917 2761 Email: adair@hku.hk
- Dr A.M. Adair School of English / Department of Law, Faculty of Arts / Law: Tel: 3917 2761 Email: adair@hku.hk
","- Essay: 50
- Video production: 30
- Tutorial participation: 20","- Lectures: 24
- Tutorials: 10
- Reading / Self-study / Preparation for tutorials: 60
- Online course materials: 4
- Film viewing: 2
- Assessment: Essay / Report writing: 20
- Assessment: Presentation (incl preparation): 10
- Total: 130"
"""CCST9012 – Our Place in the Universe""","This course is under the thematic cluster(s) of:This course discusses the historical changes in the perception of our place in the universe as a result of astronomical development. We begin with ancient models of the universe in different cultures and the religious and philosophical interpretation of celestial objects, through the Copernican revolution and the work of Kepler, Galileo and Newton, towards our current physical model of the universe.Topics include:",Second semester (Wed),"- Dr T.D. Wotherspoon Faculty of Science: Tel: 3917 5420 Email: wothersp@hku.hk
- Dr T.D. Wotherspoon Faculty of Science: Tel: 3917 5420 Email: wothersp@hku.hk
- Professor Q.A. Parker Faculty of Science: Tel: 2241 5932 Email: quentinp@hku.hk
","- Assignments: 30
- Quizzes: 10
- Mid-term test: 20
- Examination: 40","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits: 2
- Reading / Self-study: 60
- Assessment: Quizzes: 1
- Assessment: Assignments / Reports: 25
- Assessment: Mid-term test (incl preparation): 12
- Assessment: Examination (incl preparation): 15
- Total: 147"
"""CCHU9070 – Making Movies: Creative Expression on Screen""","This course is under the thematic cluster(s) of:Explore cinema art and creative expression by making, exhibiting, and writing about short films. The first part of the course takes students through the essentials of motion picture medium in a series of exercises to examine framing, lighting, colour, focus, camera positioning, movement, editing and sound design. Observe how space, time, motion, montage, and narrative structure make imagined worlds and capture real-life action in fiction as well as non-fiction films. Students will also attend to transdisciplinary ideas and concepts in other art forms (e.g., photography, painting, literature, architecture, music) in order to effectively communicate meaning on screen. The second part of the course requires students to collaborate to put creative expression into a short film (five to ten minutes). They practice writing project proposals, scripts, storyboards, and festival publicity materials to accompany their productions. They also engage in reflections and peer critiques to consider the social-ethical implications of movies. A student-organized festival will screen completed films at the end of the semester.","Course will be offered twice
Section 1 – First semester (Wed); Section 2 – Second semester (Wed)","- Dr E.C.M. Yau School of Humanities (Comparative Literature), Faculty of Arts: Tel: 3917 5110 Email: yaue@hku.hk
- Dr E.C.M. Yau School of Humanities (Comparative Literature), Faculty of Arts: Tel: 3917 5110 Email: yaue@hku.hk
","- Oral presentation and critique: 10
- Instant movies: 30
- Short film and production portfolio: 36
- Film Festival: 12
- Reflection writing: 12","- Lectures: 16
- Tutorials: 8
- Workshops: 8
- Reading / Self-study: 20
- Film viewing: 10
- Film production: 50
- Film Festival: 4
- Assessment: Reflection writing: 12
- Assessment: Presentation (incl preparation): 20
- Total: 148"
"""CCST9049 – The Metaverse: From Human Vision to Extended Reality""","This course is under the thematic cluster(s) of:Our ability to see plays a central role in experiencing the world around us. In this course, we will first study how we are able to perceive and understand what we see. Students will learn how our brain and eyes cooperate to perceive brightness, color, depth and motion.Next, we will cover how this knowledge of the human visual system has influenced the development of computer vision. We will take an in depth look at the modern technology of deep learning which in some instances is capable of exceeding the capabilities of humans.Finally, students will study how computer vision technology enables an extended reality (XR) through the use of AR, VR and BCIs. In a number of laboratory sessions, in our state-of-the-art Metaverse Innovation Laboratory, students will be able to gain hands-on experience with various XR equipment and understand how this technology will enable the metaverse, which is a hypothetical next iteration of the internet.",Second semester (Wed),"- Dr D. Schnieders Department of Computer Science, Faculty of Engineering: Tel: 2857 8450 Email: sdirk@cs.hku.hk
- Dr D. Schnieders Department of Computer Science, Faculty of Engineering: Tel: 2857 8450 Email: sdirk@cs.hku.hk
","- In-class participation and discussions: 5
- Group project: 30
- Assignments: 20
- Participation in tutorials and workshops: 5
- Quiz: 40","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 36
- Assessment: Assignments: 19
- Assessment: Group project: 25
- Assessment: Quizzes: 4
- Total: 120"
"""CCHU9010 – Being Different: Understanding People with Disabilities""","This course is under the thematic cluster(s) of:[This is a certified Communication-intensive (CI) Course which meets all of the requirements endorsed by HKU’s Senate, including (i) the teaching assessment of written and visual communication ‘literacies’; and (ii) at least 40% of the course grade is assigned to communication-rich assessment tasks.]This course focuses on disability as a social phenomenon and social construct. It engages students to look into the everyday life situations people with disabilities (PWDs) commonly encounter, particularly people with physical disabilities, special educational needs, as well as mental illnesses. Issues that arise from these situations will be examined through the critical lens of sociology, politics, culture, and social policies. Stereotypical images of PWDs, myths and erroneous assumptions about them, and the basis of discrimination against them are major aspects students will reflect upon. They will explore how these attitudes have been shaped by the media, cultural representations, knowledge from medical and social sciences and further obtain an empathetic understanding of PWDs through class activities and direct contact in NGOs or self-help organizations.By the end of the course, students should be able to appreciate the value of social inclusion and human diversities. They should be equipped to critically identify necessary amendments to be made in related social policies and service provisions and to take individual and collective actions in their future positions for building a more inclusive society.[There will be a compulsory agency visit scheduled during Reading Week.]",Second semester (Wed),"- Dr S.K.M. Tsang Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 1090 Email: sandratsang@hku.hk
- Dr S.K.M. Tsang Department of Social Work and Social Administration, Faculty of Social Sciences: Tel: 3917 1090 Email: sandratsang@hku.hk
","- Participation: 35
- Tutorial presentation : 20
- Group project: 30
- Review of articles: 15","- Lectures: 24
- Tutorials: 8
- Fieldwork / Visits (incl preparation): 8
- Reading / Self-study: 20
- Assessment: Essay / Proposal writing: 40
- Assessment: Presentation (incl preparation): 40
- Assessment: Reading review: 20
- Total: 160"
"""CCHU9034 – Architecture and Film""","This course is under the thematic cluster(s) of:This course examines how architecture and urbanism is represented in film and investigates how film influences and constructs the built environment – how it is experienced and perceived. Emerging as a twentieth-century phenomenon, the modern metropolis is the site of the most radical experiments of architects and planners, and an active subject in the imagination and actions of its diverse inhabitants. Film has a close relationship with the city and its architecture. How does architecture use its structure, form, enclosure, floor plans, materials and lighting to produce effects, evoke emotions and influence everyday lives? Likewise, how does film use space, architecture and landscape to situate its characters, create dramatic action and emotions?Focusing on popular film genres of postwar modern industrialized Hong Kong and other Asian cities––the melodrama, noir thriller, monster movie, sci-fi dystopian fantasy, comedy and crime drama––the course offers a cross-cultural perspective on how films have envisioned urban transformation due to the flows of capital, people, ideologies and imageries. It attends to how movies produce and reproduce the image of the city, their effect on the built environment and how they impact everyday experiences and perceptions of the city they live in. Through in-class analyses and discussions of film clips, film sets, city maps, building plans and texts, the course aims to deepen students’ understanding of how architecture and film influence each other, how they reveal social relations and construct narratives of modernity. Class readings are drawn from film studies, urban studies, global and cultural studies, architectural and design history and theory.",Second semester (Wed),"- Dr E.M.F. Seng Department of Architecture, Faculty of Architecture: Tel: 3917 7685 Email: eseng@hku.hk
- Dr E.M.F. Seng Department of Architecture, Faculty of Architecture: Tel: 3917 7685 Email: eseng@hku.hk
","- Class participation: 30
- Tutorial participation and reading responses: 18
- Fieldwork assignment: 12
- Final project and presentation: 40","- Lectures / Seminars / Workshops: 24
- Tutorials: 10
- Fieldwork / Visits: 6
- Reading / Self-study: 30
- Assessment: Journal: 12
- Assessment: Video production: 52
- Total: 134"
"""CCGL9026 – Think Global, Act Local: You, Hong Kong, and the World""","This course is under the thematic cluster(s) of:The slogan, “Think global, act local,” has become a catch phrase, as global connections and interdependencies have vastly expanded and the importance of local engagement increasingly recognized. Given the increasing complexity and interconnectedness of the contemporary world, it is important for each of us to understand how we are linked to the multitude of people and places in it, and what impacts our actions have on them.In this course, we focus on global mega-trends from economic and environmental perspectives (e.g., economic globalization and climate change) and will discuss how the global trends have reshaped local economies and what local responses would be necessary in the face of such new environments. We will then further extend our discussion to examine how cities fare in a globalized world. For example, has Hong Kong contributed to promoting global economic and environment changes? Also, how may Hong Kong in turn be affected by them? We will use related theories to understand the changes in our lives in Hong Kong and in the world. Students who have taken the course should be able to answer both ‘big’ questions related to the global trend as well as seemingly ‘simple’ questions about everyday life.[Two field trips will be arranged during Reading Week, and students must participate in at least one. Each field trip will be completed within three hours, including round-trip transport time between campus and the destination.]",Second semester (Wed),"- Dr. K. Nam Department of Urban Planning and Design, Faculty of Architecture: Tel: 3917 4769 Email: kmnam@hku.hk
- Dr. K. Nam Department of Urban Planning and Design, Faculty of Architecture: Tel: 3917 4769 Email: kmnam@hku.hk
- Dr X. Liu Department of Urban Planning and Design, Faculty of Architecture: Tel: 3917 4973 Email: xliu6@hku.hk
","- Class participation: 10
- Reflection writing: 30
- Assignment: 30
- Essay: 30","- Lectures: 24
- Tutorials: 12
- Reading / Self-study: 60
- Assessment: Reflection writing: 10
- Assessment: Assignment (incl preparation): 17
- Assessment: Essay writing: 17
- Total: 140"
"""CCHU9085 – When Animals Talk Back""","The “posthuman” turn in social theory has directed renewed attention to what non-human animals want. How can one know, when animals lack human language? What do attempts to communicate with animals tell us about animals, about humans and about language? This course looks at what it means to communicate with beings who do not, and will never, speak. We will investigate the field of human-animal communication from its inception with ape language projects to recent work on interspecies communication through an eclectic range of literature, including scientific studies, memoirs, novels and philosophical writing. Readings will include work by Donna Haraway, Jacques Derrida, Irene Pepperberg, JM Coetzee, Temple Grandin and others. Students are expected to come to class prepared to discuss the literature — and, when assigned, the films — and they will be called on and asked to orally summarize the literature and discuss it, both with each other in small groups, and to the larger group. The course will help them develop critical listening and speaking skills, as well as new perspectives on what it means to live in a world with non-human sentient beings.",First semester (Wed),"- Professor D. Kulick School of English, Faculty of Arts: Tel: 3917 2764 Email: dkulick@hku.hk
- Professor D. Kulick School of English, Faculty of Arts: Tel: 3917 2764 Email: dkulick@hku.hk
","- Participation in lectures and tutorials: 20
- Essay: 40
- Continuous reflective diary: 20
- Group presentation: 20","- Lectures: 24
- Tutorials: 12
- Film viewing: 4
- Reading / Self-study: 50
- Assessment: Short essay: 20
- Assessment: Presentation (incl preparation): 10
- Assessment: Reflective diary: 15
- Total: 140"
